,tract
"(134222169, <shapely.geometry.point.Point object at 0x15d56ea90>)",600.0
"(134222173, <shapely.geometry.point.Point object at 0x15d56e9b0>)",600.0
"(134222179, <shapely.geometry.point.Point object at 0x15d56ea20>)",6000.0
"(134222196, <shapely.geometry.point.Point object at 0x15d56e940>)",7431.0
"(134222198, <shapely.geometry.point.Point object at 0x15d56e978>)",7431.0
"(133960080, <shapely.geometry.point.Point object at 0x15d56ec88>)",7434.0
"(133960083, <shapely.geometry.point.Point object at 0x15d56e908>)",7434.0
"(134222228, <shapely.geometry.point.Point object at 0x15d56e828>)",6503.0
"(134222246, <shapely.geometry.point.Point object at 0x15d56e898>)",7434.0
"(134222247, <shapely.geometry.point.Point object at 0x15d56e780>)",7434.0
"(133960099, <shapely.geometry.point.Point object at 0x15d56e7f0>)",7445.0
"(1862275519, <shapely.geometry.point.Point object at 0x15d56e710>)",6803.0
"(133960127, <shapely.geometry.point.Point object at 0x15d56e748>)",7445.0
"(133960148, <shapely.geometry.point.Point object at 0x15d56e6a0>)",7434.0
"(133960178, <shapely.geometry.point.Point object at 0x15d56e6d8>)",7456.0
"(134222333, <shapely.geometry.point.Point object at 0x15d56e5f8>)",7433.0
"(133960193, <shapely.geometry.point.Point object at 0x15d56e668>)",7456.0
"(134222337, <shapely.geometry.point.Point object at 0x15d56e588>)",7433.0
"(134222341, <shapely.geometry.point.Point object at 0x15d56e5c0>)",7433.0
"(133960207, <shapely.geometry.point.Point object at 0x15d56e8d0>)",7456.0
"(133960210, <shapely.geometry.point.Point object at 0x15d56e550>)",7456.0
"(134222354, <shapely.geometry.point.Point object at 0x15d56e470>)",7433.0
"(133960213, <shapely.geometry.point.Point object at 0x15d56e4e0>)",7456.0
"(133960215, <shapely.geometry.point.Point object at 0x15d56e3c8>)",7456.0
"(133960216, <shapely.geometry.point.Point object at 0x15d56e438>)",7456.0
"(133960235, <shapely.geometry.point.Point object at 0x15d56e358>)",7448.0
"(134222382, <shapely.geometry.point.Point object at 0x15d56e390>)",6302.0
"(134222383, <shapely.geometry.point.Point object at 0x15d56e2e8>)",6302.0
"(134222387, <shapely.geometry.point.Point object at 0x15d56e320>)",6302.0
"(134222393, <shapely.geometry.point.Point object at 0x15d56e278>)",400.0
"(133960260, <shapely.geometry.point.Point object at 0x15d56e2b0>)",7448.0
"(133960274, <shapely.geometry.point.Point object at 0x15d56e518>)",7448.0
"(133960276, <shapely.geometry.point.Point object at 0x15d56e240>)",7448.0
"(133960286, <shapely.geometry.point.Point object at 0x15d56e160>)",6703.0
"(133960289, <shapely.geometry.point.Point object at 0x15d56e1d0>)",6703.0
"(134222461, <shapely.geometry.point.Point object at 0x15d56e0b8>)",7435.0
"(133960336, <shapely.geometry.point.Point object at 0x15d56e128>)",200.0
"(133960338, <shapely.geometry.point.Point object at 0x15d56e048>)",200.0
"(133960341, <shapely.geometry.point.Point object at 0x15d56e080>)",200.0
"(134222488, <shapely.geometry.point.Point object at 0x15d56e208>)",3700.0
"(133960347, <shapely.geometry.point.Point object at 0x15d565eb8>)",200.0
"(134222497, <shapely.geometry.point.Point object at 0x15d565e10>)",3700.0
"(133960354, <shapely.geometry.point.Point object at 0x15d565ba8>)",6202.0
"(133960390, <shapely.geometry.point.Point object at 0x15d565978>)",7313.0
"(134222607, <shapely.geometry.point.Point object at 0x15d5657f0>)",7311.0
"(1948259181, <shapely.geometry.point.Point object at 0x15d5655c0>)",7466.0
"(1948259183, <shapely.geometry.point.Point object at 0x15d565438>)",7466.0
"(133958203, <shapely.geometry.point.Point object at 0x15d565208>)",5300.0
"(133958205, <shapely.geometry.point.Point object at 0x15d565080>)",5300.0
"(134222765, <shapely.geometry.point.Point object at 0x15d565f98>)",2000.0
"(134222768, <shapely.geometry.point.Point object at 0x15d565fd0>)",2000.0
"(133960631, <shapely.geometry.point.Point object at 0x15d565f60>)",6101.0
"(134222819, <shapely.geometry.point.Point object at 0x15d565e80>)",7001.0
"(134222826, <shapely.geometry.point.Point object at 0x15d565ef0>)",3500.0
"(134222828, <shapely.geometry.point.Point object at 0x15d565dd8>)",3500.0
"(134222837, <shapely.geometry.point.Point object at 0x15d565e48>)",3500.0
"(134222851, <shapely.geometry.point.Point object at 0x15d565d68>)",2300.0
"(134222853, <shapely.geometry.point.Point object at 0x15d565da0>)",2300.0
"(133960711, <shapely.geometry.point.Point object at 0x15d565cf8>)",6102.0
"(134222864, <shapely.geometry.point.Point object at 0x15d565d30>)",2300.0
"(134222866, <shapely.geometry.point.Point object at 0x15d565c88>)",2400.0
"(133960736, <shapely.geometry.point.Point object at 0x15d565cc0>)",7002.0
"(133960738, <shapely.geometry.point.Point object at 0x15d565f28>)",7002.0
"(133960743, <shapely.geometry.point.Point object at 0x15d565c50>)",7003.0
"(133960744, <shapely.geometry.point.Point object at 0x15d565b70>)",7101.0
"(133960757, <shapely.geometry.point.Point object at 0x15d565be0>)",7304.0
"(133960771, <shapely.geometry.point.Point object at 0x15d565ac8>)",7304.0
"(133960780, <shapely.geometry.point.Point object at 0x15d565b38>)",7304.0
"(133960793, <shapely.geometry.point.Point object at 0x15d565a58>)",7304.0
"(134222940, <shapely.geometry.point.Point object at 0x15d565a90>)",7436.0
"(133960801, <shapely.geometry.point.Point object at 0x15d5659e8>)",200.0
"(133960817, <shapely.geometry.point.Point object at 0x15d565a20>)",200.0
"(1772237764, <shapely.geometry.point.Point object at 0x15d565940>)",1600.0
"(133960819, <shapely.geometry.point.Point object at 0x15d5659b0>)",200.0
"(133960821, <shapely.geometry.point.Point object at 0x15d5658d0>)",0.0
"(133960826, <shapely.geometry.point.Point object at 0x15d565908>)",6202.0
"(133960829, <shapely.geometry.point.Point object at 0x15d565c18>)",6202.0
"(133960850, <shapely.geometry.point.Point object at 0x15d565898>)",7304.0
"(133960849, <shapely.geometry.point.Point object at 0x15d5657b8>)",6202.0
"(134223025, <shapely.geometry.point.Point object at 0x15d565828>)",7446.0
"(1884558524, <shapely.geometry.point.Point object at 0x15d565710>)",7441.0
"(1772237792, <shapely.geometry.point.Point object at 0x15d565780>)",4000.0
"(134223161, <shapely.geometry.point.Point object at 0x15d5656a0>)",7445.0
"(133961034, <shapely.geometry.point.Point object at 0x15d5656d8>)",6102.0
"(134223181, <shapely.geometry.point.Point object at 0x15d565630>)",6602.0
"(133961041, <shapely.geometry.point.Point object at 0x15d565668>)",6102.0
"(133961059, <shapely.geometry.point.Point object at 0x15d565588>)",7315.0
"(133961061, <shapely.geometry.point.Point object at 0x15d5655f8>)",7315.0
"(133961067, <shapely.geometry.point.Point object at 0x15d565518>)",7311.0
"(133961086, <shapely.geometry.point.Point object at 0x15d565550>)",7311.0
"(133961094, <shapely.geometry.point.Point object at 0x15d565860>)",7448.0
"(1884558731, <shapely.geometry.point.Point object at 0x15d5654e0>)",7446.0
"(133961118, <shapely.geometry.point.Point object at 0x15d565400>)",7448.0
"(133961126, <shapely.geometry.point.Point object at 0x15d565470>)",7433.0
"(133961141, <shapely.geometry.point.Point object at 0x15d565358>)",7433.0
"(133961166, <shapely.geometry.point.Point object at 0x15d5653c8>)",7433.0
"(133961184, <shapely.geometry.point.Point object at 0x15d5652e8>)",6000.0
"(133961187, <shapely.geometry.point.Point object at 0x15d565320>)",6000.0
"(133961189, <shapely.geometry.point.Point object at 0x15d565278>)",6000.0
"(133958330, <shapely.geometry.point.Point object at 0x15d5652b0>)",6101.0
"(133958332, <shapely.geometry.point.Point object at 0x15d5651d0>)",6102.0
"(133961218, <shapely.geometry.point.Point object at 0x15d565240>)",400.0
"(133961225, <shapely.geometry.point.Point object at 0x15d565160>)",600.0
"(133961230, <shapely.geometry.point.Point object at 0x15d565198>)",600.0
"(133961233, <shapely.geometry.point.Point object at 0x15d5654a8>)",600.0
"(133961237, <shapely.geometry.point.Point object at 0x15d565128>)",600.0
"(133961246, <shapely.geometry.point.Point object at 0x15d565048>)",6000.0
"(133961249, <shapely.geometry.point.Point object at 0x15d5650b8>)",6000.0
"(133961252, <shapely.geometry.point.Point object at 0x15d5650f0>)",6000.0
"(133961255, <shapely.geometry.point.Point object at 0x15d560eb8>)",6000.0
"(133961259, <shapely.geometry.point.Point object at 0x15d560d30>)",6000.0
"(134223415, <shapely.geometry.point.Point object at 0x15d560c88>)",7312.0
"(133961272, <shapely.geometry.point.Point object at 0x15d560a20>)",6000.0
"(1806702149, <shapely.geometry.point.Point object at 0x15d560978>)",7409.0
"(133961285, <shapely.geometry.point.Point object at 0x15d560710>)",6000.0
"(133961291, <shapely.geometry.point.Point object at 0x15d5604e0>)",6000.0
"(133961297, <shapely.geometry.point.Point object at 0x15d560358>)",6000.0
"(133961302, <shapely.geometry.point.Point object at 0x15d560128>)",6302.0
"(133961317, <shapely.geometry.point.Point object at 0x15d560f98>)",6302.0
"(133961341, <shapely.geometry.point.Point object at 0x15d560fd0>)",600.0
"(133961345, <shapely.geometry.point.Point object at 0x15d560f28>)",600.0
"(133961346, <shapely.geometry.point.Point object at 0x15d560f60>)",600.0
"(133961358, <shapely.geometry.point.Point object at 0x15d560e80>)",6102.0
"(133961376, <shapely.geometry.point.Point object at 0x15d560ef0>)",6102.0
"(133961386, <shapely.geometry.point.Point object at 0x15d560e10>)",7434.0
"(133961393, <shapely.geometry.point.Point object at 0x15d560e48>)",7434.0
"(134223559, <shapely.geometry.point.Point object at 0x15d560dd8>)",800.0
"(134223561, <shapely.geometry.point.Point object at 0x15d560cf8>)",800.0
"(133961422, <shapely.geometry.point.Point object at 0x15d560d68>)",7435.0
"(133961423, <shapely.geometry.point.Point object at 0x15d560c50>)",7435.0
"(134223583, <shapely.geometry.point.Point object at 0x15d560cc0>)",6301.0
"(133961490, <shapely.geometry.point.Point object at 0x15d560be0>)",6506.0
"(134223638, <shapely.geometry.point.Point object at 0x15d560c18>)",6703.0
"(133961502, <shapely.geometry.point.Point object at 0x15d560b70>)",6506.0
"(133961509, <shapely.geometry.point.Point object at 0x15d560ba8>)",6506.0
"(133961522, <shapely.geometry.point.Point object at 0x15d560b00>)",6506.0
"(133961526, <shapely.geometry.point.Point object at 0x15d560b38>)",6506.0
"(133961528, <shapely.geometry.point.Point object at 0x15d560da0>)",6506.0
"(133961555, <shapely.geometry.point.Point object at 0x15d560ac8>)",7315.0
"(133961557, <shapely.geometry.point.Point object at 0x15d5609e8>)",7315.0
"(133961559, <shapely.geometry.point.Point object at 0x15d560a58>)",7315.0
"(134223706, <shapely.geometry.point.Point object at 0x15d560940>)",7439.0
"(133961566, <shapely.geometry.point.Point object at 0x15d5609b0>)",7315.0
"(133961577, <shapely.geometry.point.Point object at 0x15d5608d0>)",6302.0
"(133961579, <shapely.geometry.point.Point object at 0x15d560908>)",6302.0
"(133961581, <shapely.geometry.point.Point object at 0x15d560860>)",6302.0
"(133961595, <shapely.geometry.point.Point object at 0x15d560898>)",6101.0
"(133961600, <shapely.geometry.point.Point object at 0x15d5607f0>)",500.0
"(133961601, <shapely.geometry.point.Point object at 0x15d560828>)",400.0
"(133961606, <shapely.geometry.point.Point object at 0x15d560a90>)",400.0
"(133961608, <shapely.geometry.point.Point object at 0x15d5607b8>)",400.0
"(133961615, <shapely.geometry.point.Point object at 0x15d5606d8>)",400.0
"(133961620, <shapely.geometry.point.Point object at 0x15d560748>)",400.0
"(134223768, <shapely.geometry.point.Point object at 0x15d560630>)",7461.0
"(133961631, <shapely.geometry.point.Point object at 0x15d5606a0>)",400.0
"(133961641, <shapely.geometry.point.Point object at 0x15d5605c0>)",6506.0
"(133961646, <shapely.geometry.point.Point object at 0x15d5605f8>)",6506.0
"(133961647, <shapely.geometry.point.Point object at 0x15d560550>)",6506.0
"(133961648, <shapely.geometry.point.Point object at 0x15d560588>)",6506.0
"(133961649, <shapely.geometry.point.Point object at 0x15d5604a8>)",6506.0
"(133961656, <shapely.geometry.point.Point object at 0x15d560518>)",300.0
"(134223802, <shapely.geometry.point.Point object at 0x15d560438>)",7409.0
"(133961663, <shapely.geometry.point.Point object at 0x15d560470>)",300.0
"(7205033926, <shapely.geometry.point.Point object at 0x15d560780>)",7002.0
"(7205033928, <shapely.geometry.point.Point object at 0x15d560400>)",7002.0
"(133961687, <shapely.geometry.point.Point object at 0x15d560320>)",7312.0
"(134223851, <shapely.geometry.point.Point object at 0x15d560390>)",7439.0
"(134223858, <shapely.geometry.point.Point object at 0x15d560278>)",7451.0
"(133961731, <shapely.geometry.point.Point object at 0x15d5602e8>)",7312.0
"(133961747, <shapely.geometry.point.Point object at 0x15d560208>)",7312.0
"(133961758, <shapely.geometry.point.Point object at 0x15d560240>)",7407.0
"(133961771, <shapely.geometry.point.Point object at 0x15d560198>)",7407.0
"(133961808, <shapely.geometry.point.Point object at 0x15d5601d0>)",3600.0
"(133961810, <shapely.geometry.point.Point object at 0x15d5600f0>)",3600.0
"(133961812, <shapely.geometry.point.Point object at 0x15d560160>)",3600.0
"(133961825, <shapely.geometry.point.Point object at 0x15d560080>)",2200.0
"(134223972, <shapely.geometry.point.Point object at 0x15d5600b8>)",2900.0
"(134223977, <shapely.geometry.point.Point object at 0x15d5603c8>)",7468.0
"(133961851, <shapely.geometry.point.Point object at 0x15d560048>)",2200.0
"(133961852, <shapely.geometry.point.Point object at 0x15d55bf60>)",2200.0
"(133961856, <shapely.geometry.point.Point object at 0x15d55bd30>)",2200.0
"(133961868, <shapely.geometry.point.Point object at 0x15d55bba8>)",7450.0
"(133961874, <shapely.geometry.point.Point object at 0x15d55b978>)",7450.0
"(133961883, <shapely.geometry.point.Point object at 0x15d55b7f0>)",7450.0
"(133961895, <shapely.geometry.point.Point object at 0x15d55b748>)",7450.0
"(133961901, <shapely.geometry.point.Point object at 0x15d55b4e0>)",7450.0
"(133961903, <shapely.geometry.point.Point object at 0x15d55b2b0>)",7450.0
"(133961906, <shapely.geometry.point.Point object at 0x15d55b128>)",7450.0
"(133961938, <shapely.geometry.point.Point object at 0x15d55bf28>)",3600.0
"(134224083, <shapely.geometry.point.Point object at 0x15d55bf98>)",2900.0
"(133961941, <shapely.geometry.point.Point object at 0x15d55be80>)",3600.0
"(134224086, <shapely.geometry.point.Point object at 0x15d55bef0>)",2900.0
"(133961944, <shapely.geometry.point.Point object at 0x15d55be10>)",3600.0
"(133961947, <shapely.geometry.point.Point object at 0x15d55be48>)",3600.0
"(133961950, <shapely.geometry.point.Point object at 0x15d55bda0>)",3600.0
"(133961952, <shapely.geometry.point.Point object at 0x15d55bdd8>)",7001.0
"(133961957, <shapely.geometry.point.Point object at 0x15d55bcf8>)",3800.0
"(134224103, <shapely.geometry.point.Point object at 0x15d55bd68>)",2900.0
"(133961959, <shapely.geometry.point.Point object at 0x15d55bc88>)",3800.0
"(133961962, <shapely.geometry.point.Point object at 0x15d55bcc0>)",3800.0
"(133961966, <shapely.geometry.point.Point object at 0x15d55bfd0>)",3800.0
"(133961968, <shapely.geometry.point.Point object at 0x15d55bc50>)",3800.0
"(133961977, <shapely.geometry.point.Point object at 0x15d55bb70>)",3800.0
"(133961989, <shapely.geometry.point.Point object at 0x15d55bbe0>)",3800.0
"(133961993, <shapely.geometry.point.Point object at 0x15d55bac8>)",3800.0
"(133961995, <shapely.geometry.point.Point object at 0x15d55bb38>)",3800.0
"(133962000, <shapely.geometry.point.Point object at 0x15d55ba58>)",3800.0
"(133962010, <shapely.geometry.point.Point object at 0x15d55ba90>)",7406.0
"(133962015, <shapely.geometry.point.Point object at 0x15d55b9e8>)",7406.0
"(133962074, <shapely.geometry.point.Point object at 0x15d55ba20>)",7449.0
"(133962082, <shapely.geometry.point.Point object at 0x15d55b940>)",7449.0
"(133962095, <shapely.geometry.point.Point object at 0x15d55b9b0>)",6806.0
"(133962104, <shapely.geometry.point.Point object at 0x15d55b8d0>)",6806.0
"(133962108, <shapely.geometry.point.Point object at 0x15d55b908>)",6806.0
"(133962113, <shapely.geometry.point.Point object at 0x15d55bc18>)",6806.0
"(133962122, <shapely.geometry.point.Point object at 0x15d55b898>)",6805.0
"(133962144, <shapely.geometry.point.Point object at 0x15d55b7b8>)",6805.0
"(134224293, <shapely.geometry.point.Point object at 0x15d55b828>)",7462.0
"(133962152, <shapely.geometry.point.Point object at 0x15d55b710>)",3600.0
"(133962155, <shapely.geometry.point.Point object at 0x15d55b780>)",3600.0
"(133962157, <shapely.geometry.point.Point object at 0x15d55b6a0>)",3600.0
"(133962160, <shapely.geometry.point.Point object at 0x15d55b6d8>)",3600.0
"(133962216, <shapely.geometry.point.Point object at 0x15d55b630>)",3800.0
"(134224362, <shapely.geometry.point.Point object at 0x15d55b668>)",7102.0
"(133962218, <shapely.geometry.point.Point object at 0x15d55b5c0>)",3700.0
"(133962220, <shapely.geometry.point.Point object at 0x15d55b5f8>)",3700.0
"(133962222, <shapely.geometry.point.Point object at 0x15d55b860>)",3700.0
"(6556752367, <shapely.geometry.point.Point object at 0x15d55b588>)",500.0
"(133962226, <shapely.geometry.point.Point object at 0x15d55b4a8>)",3700.0
"(134224371, <shapely.geometry.point.Point object at 0x15d55b518>)",7102.0
"(133962229, <shapely.geometry.point.Point object at 0x15d55b400>)",3700.0
